Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z
STRIPE82-0113,318.9,-0.7,20.131,19.39,19.44,20.526,20.683,22.921,20.808,22.793,20.281,22.556,20.829,21.982
STRIPE82-0114,318.9,0.7,20.088,19.332,19.447,20.5,20.652,22.899,20.793,22.776,20.271,22.549,20.823,21.988
STRIPE82-0115,320.32,-0.7,20.125,19.386,19.474,20.548,20.71,22.931,20.826,22.795,20.276,22.571,20.839,22.016
STRIPE82-0116,320.32,0.7,20.126,19.279,19.032,20.421,20.585,22.911,20.805,22.791,20.289,22.552,20.831,21.964
STRIPE82-0117,321.73,-0.7,20.017,19.326,19.46,20.537,20.694,22.899,20.812,22.695,20.283,22.464,20.831,22.003
STRIPE82-0118,321.73,0.7,20.113,19.353,19.435,20.524,20.68,22.92,20.822,22.799,20.3,22.579,20.842,22.028
STRIPE82-0119,323.15,-0.7,20.929,20.084,20.077,21.139,21.271,23.611,21.553,23.586,21.118,23.398,21.655,22.84
STRIPE82-0120,323.15,0.7,20.135,19.373,19.434,20.535,20.693,22.926,20.824,22.794,20.285,22.574,20.836,22.017
STRIPE82-0121,324.57,-0.7,20.121,20.078,19.459,20.545,20.704,22.915,20.819,22.787,20.296,22.55,20.841,21.965
STRIPE82-0122,324.57,0.7,20.835,20.031,19.981,21.073,21.224,23.516,21.471,23.498,20.732,23.27,21.583,22.738
STRIPE82-0123,325.98,-0.7,20.154,19.382,19.446,20.532,20.683,22.917,20.802,22.79,20.277,22.584,20.833,22.052
STRIPE82-0124,325.98,0.7,20.877,20.056,20.119,21.097,21.247,23.632,21.57,23.592,21.102,23.382,21.647,22.84
STRIPE82-0125,327.4,-0.7,20.895,20.094,20.071,21.134,21.277,23.612,21.539,23.583,21.096,23.394,21.651,22.859
STRIPE82-0126,327.4,0.7,19.967,19.26,19.39,20.487,20.66,22.891,20.798,22.776,20.272,22.553,20.809,21.998
STRIPE82-0127,328.82,-0.7,20.821,20.03,20.093,21.057,21.184,23.543,21.479,23.543,21.051,23.346,21.609,22.779
STRIPE82-0128,328.82,0.7,20.891,20.089,20.161,21.131,21.276,23.632,21.599,23.6,21.11,23.399,21.663,22.85
STRIPE82-0129,330.24,-0.7,20.849,20.036,19.436,20.522,20.685,22.919,20.803,22.796,20.277,22.568,20.814,22.032
STRIPE82-0130,330.24,0.7,20.111,19.305,19.377,20.491,20.663,22.913,20.805,22.798,20.287,22.57,20.828,22.007
STRIPE82-0131,331.65,-0.7,20.928,20.124,20.168,21.153,21.296,23.63,21.557,23.588,21.095,23.386,21.64,22.835
STRIPE82-0132,331.65,0.7,20.918,20.086,20.081,21.13,21.272,23.625,21.547,23.611,21.127,23.408,21.673,22.857
STRIPE82-0133,333.07,-0.7,20.115,19.371,19.494,20.508,20.667,22.916,20.798,22.784,20.265,22.556,20.822,21.991
STRIPE82-0134,333.07,0.7,20.109,19.352,19.437,20.511,20.676,22.928,20.822,22.805,20.292,22.572,20.838,22.002
STRIPE82-0135,334.49,-0.7,20.89,20.119,20.132,21.131,21.265,23.589,21.516,23.588,21.092,23.382,21.639,22.816
STRIPE82-0136,334.49,0.7,20.118,19.353,19.442,20.519,20.687,22.917,20.805,22.793,20.285,22.569,20.834,22.014
STRIPE82-0137,335.9,-0.7,20.935,20.146,20.194,21.167,21.307,23.637,21.567,23.613,21.122,23.405,21.671,22.853
STRIPE82-0138,335.9,0.7,20.06,19.353,19.463,20.522,20.692,22.912,20.831,22.788,20.237,22.56,20.524,21.996
STRIPE82-0139,337.32,-0.7,20.892,20.102,20.092,21.121,21.256,23.498,21.412,23.522,21.037,23.293,21.521,22.806
STRIPE82-0140,337.32,0.7,20.882,20.071,20.14,21.136,21.284,23.625,21.6,23.589,21.092,23.382,21.637,22.841
STRIPE82-0141,338.74,-0.7,20.137,19.385,19.476,20.536,20.7,22.921,20.811,22.794,20.279,22.581,20.827,22.071
STRIPE82-0142,338.74,0.7,20.083,19.317,19.409,20.492,20.661,22.904,20.794,22.782,20.276,22.547,20.824,21.964
STRIPE82-0143,340.16,-0.7,20.086,19.354,19.471,20.52,20.681,22.91,20.799,22.776,20.268,22.55,20.817,21.994
STRIPE82-0144,340.16,0.7,20.924,20.125,20.125,21.159,21.301,23.631,21.57,23.593,21.12,23.387,21.653,22.825
STRIPE82-0145,341.58,-0.7,20.135,19.38,19.496,20.53,20.687,22.927,20.81,22.794,20.279,22.555,20.821,22.022
STRIPE82-0146,341.58,0.7,20.905,20.081,20.079,21.13,21.273,23.63,21.573,23.592,21.108,23.386,21.644,22.836
STRIPE82-0147,342.99,-0.7,20.077,19.332,19.418,20.498,20.665,22.896,20.777,22.768,20.24,22.544,20.808,21.993
STRIPE82-0148,342.99,0.7,20.08,19.366,19.508,20.533,20.701,22.938,20.856,22.792,20.274,22.559,20.818,21.999
STRIPE82-0149,344.41,-0.7,20.115,19.359,19.452,20.516,20.68,22.91,20.804,22.782,20.272,22.565,20.825,22.017
STRIPE82-0150,344.41,0.7,20.908,20.104,20.1,21.136,21.266,23.623,21.549,23.598,21.114,23.403,21.657,22.854
STRIPE82-0151,345.83,-0.7,20.126,19.383,19.445,20.536,20.701,22.921,20.812,22.79,20.281,22.566,20.827,22.022
STRIPE82-0152,345.83,0.7,20.915,20.1,20.103,21.134,21.267,23.607,21.528,23.596,21.107,23.38,21.641,22.79
STRIPE82-0153,347.25,-0.7,20.14,19.382,19.472,20.553,20.722,22.94,20.832,22.81,20.301,22.588,20.844,22.05
STRIPE82-0154,347.25,0.7,20.88,20.059,19.584,20.997,21.112,23.527,20.958,23.403,21.043,23.322,21.573,22.761
STRIPE82-0155,348.66,-0.7,20.148,19.377,19.418,20.55,20.725,22.934,20.826,22.801,20.299,22.575,20.839,22.014
STRIPE82-0156,348.66,0.7,20.904,20.094,20.101,21.15,21.292,23.641,21.602,23.587,21.101,23.375,21.631,22.798
STRIPE82-0157,350.08,-0.7,20.113,19.374,19.484,20.539,20.705,22.928,20.815,22.798,20.288,22.581,20.835,22.058
STRIPE82-0158,350.08,0.7,20.085,19.331,19.422,20.505,20.662,22.903,20.791,22.782,20.276,22.55,20.817,21.991
STRIPE82-0159,351.5,-0.7,20.024,19.31,19.294,20.44,20.662,22.653,20.814,22.736,20.174,22.485,20.615,21.954
STRIPE82-0160,351.5,0.7,20.108,19.35,19.309,20.34,20.445,22.905,20.624,22.782,20.124,22.538,20.721,21.994
STRIPE82-0161,352.91,-0.7,20.916,20.1,20.102,21.158,21.238,23.626,21.542,23.585,21.07,23.274,21.562,22.64
STRIPE82-0162,352.91,0.7,20.132,19.373,19.489,20.544,20.708,22.926,20.821,22.797,20.288,22.564,20.83,22.001
STRIPE82-0163,354.33,-0.7,20.121,19.38,19.457,20.533,20.702,22.93,20.816,22.8,20.293,22.577,20.765,22.026
STRIPE82-0164,354.33,0.7,20.906,20.126,20.154,21.174,21.302,23.639,21.572,23.601,21.132,23.398,21.651,22.843
STRIPE82-0165,355.75,-0.7,20.111,19.373,19.439,20.512,20.684,22.92,20.806,22.786,20.283,22.552,20.813,21.99
STRIPE82-0166,355.75,0.7,20.908,19.969,19.977,21.106,21.199,23.553,21.126,23.527,21.082,23.342,21.619,22.732
STRIPE82-0167,357.17,-0.7,20.096,19.312,19.408,20.494,20.669,22.914,20.792,22.779,20.267,22.547,20.807,21.974
STRIPE82-0168,357.17,0.7,20.903,20.11,20.076,21.147,21.275,23.616,21.554,23.598,21.119,23.401,21.655,22.843
STRIPE82-0169,358.58,-0.7,20.139,19.411,19.531,20.551,20.69,22.927,20.791,22.797,20.249,22.569,20.757,22.034
STRIPE82-0170,358.58,0.7,20.829,20.074,20.105,21.108,21.24,23.596,21.531,23.587,21.117,23.384,21.643,22.816
